source,source_name,target,target_name,share,via
1533,車王電,Auto OEM,OEM Auto Makers (原廠代工),約 8-10% (車電),"胎壓偵測器 (TPMS), 車用攝影機"
1533,車王電,E-Bus,Energy Storage/Charging (儲能/充電),約 2-5% (綠能),"充電樁, 儲能系統"
1533,車王電,Local,Domestic Bus Market (國內客運),約 20-30% (包含在電巴),電動巴士交車 (示範型計畫)
1533,車王電,Export,US Market (美國市場),約 10-15% (車電/工具),"車用零件, 工具"
1533,車王電,Export,European Market (歐洲市場),約 10-12% (車電),引擎電裝品
1533,車王電,Export,Japan Market (日本市場),約 5% (電巴/零件),電巴技術授權/零件
1533,車王電,Priv.,Others (其他),約 1-2% (其他),其他
1536,和大,TSLA,Tesla (特斯拉),約 19-20% (電動車),減速齒輪箱組件 (Model 3/Y/Cybertruck)
1536,和大,BWA,BorgWarner (博格華納),約 38-40% (傳動最大),"減速機齒輪, 傳動軸 (供Ford, GM, 現代)"
1536,和大,ETN,Eaton (伊頓),約 8-10% (差速器),差速器齒輪 (卡車/商用車)
1536,和大,Punch,Punch Powertrain (邦奇),約 5-8% (變速箱),CVT變速箱齒輪 (中國/歐洲車廠)
1536,和大,BMW,BMW (寶馬),約 3-5% (油電),扭力轉換器系統零件
1536,和大,AGCO,AGCO (農業機械),約 2-3% (農機),拖拉機齒輪組
1536,和大,DOO,BRP (龐巴迪),約 2-3% (休閒),重機/沙灘車齒輪
1536,和大,US Truck,Truck Clients (電動卡車),約 1-2% (新客戶),電動卡車傳動系統
1536,和大,Tesla/Appollo,AI Robotics (機器人),樣品/研發階段 (未來),關節減速機 (行星齒輪)
1536,和大,Priv.,Others (其他),約 5-10% (其他),機車/空壓機零件
1560,中砂,2303,聯電,,"再生晶圓, 鑽石碟"
1560,中砂,2330,台積電,約 40-50% (估),"鑽石碟 (3nm/5nm高市佔), 再生晶圓"
1560,中砂,MU,Micron (美光),約 8-10% (記憶體),"鑽石碟, 再生晶圓"
1560,中砂,INTC/2303,Intel/UMC (其他半導體),約 5-8% (半導體),"鑽石碟, 測試晶圓"
1560,中砂,Global,Machinery/Tooling (工具機客戶),約 10-12% (砂輪),傳統砂輪 (精密加工)
1560,中砂,Unimicron,PCB/Substrate Makers (PCB載板),約 5-6% (砂輪),載板研磨砂輪
1560,中砂,Global IDM,Overseas IDM (歐美IDM),約 2-3% (成長中),鑽石碟
1560,中砂,Bosch,Bosch (博世),約 1-2% (砂輪),汽車零件研磨砂輪
1560,中砂,SMIC/Others,China Market (大陸半導體),約 5-8% (半導體),"鑽石碟, 砂輪"
1560,中砂,Priv.,Others (其他),約 5% (其他),其他耗材
1560,中砂,TXN,Texas Instruments (德州儀器),約 2-3% (半導體),"再生晶圓, 鑽石碟"
1565,精華,3218,大學光,,隱形眼鏡代工
1565,精華,7743.JP,SEED (日本SEED),約 35-40% (日本最大),日拋隱形眼鏡 (代工)
1565,精華,Ticon,Ticon (帝康 - 自有品牌),約 15-20% (台灣),帝康日拋/月拋 (光漾瞬間等)
1565,精華,7741.JP,HOYA (日本豪雅),約 10-15% (日本),隱形眼鏡 (代工)
1565,精華,BLCO,Bausch + Lomb (中國博士倫),約 5-8% (中國),隱形眼鏡 (代工)
1565,精華,Priv.,Hubble (美國電商),約 2-3% (美國),訂閱制隱形眼鏡 (代工)
1565,精華,Priv.,European Clients (歐洲),約 3-5% (歐洲),隱形眼鏡 (代工)
1565,精華,Priv.,Other Japan Clients (其他日本),約 5-10% (日本),彩拋/透明片
1565,精華,Local Brands,Domestic OEM (國內代工),約 2-3% (台灣),美妝品牌隱形眼鏡
1565,精華,Global,Other Asia (其他亞洲),約 2-3% (東南亞),隱形眼鏡
1565,精華,Priv.,Others (其他),約 1-2% (其他),其他
1584,精剛,4541,晟田,,鈦合金/鎳基合金
1584,精剛,Euro Defense,European Defense/Aerospace (歐洲國防航太),約 60-64% (航太/國防主力),"鈦合金棒材, 飛彈/火炮零件原料 (因地緣政治需求增)"
1584,精剛,BKR,Baker Hughes (貝克休斯),約 8-10% (油氣),油氣探勘鑽具材料 (鎳基合金)
1584,精剛,SLB,Schlumberger (斯倫貝謝),約 5-8% (油氣),油氣設備材料
1584,精剛,US Aero,Aerospace Clients (美系航太),約 8-10% (航太),飛機結構件材料 (新認證)
1584,精剛,J&J/Biomet,Medical Device Clients (醫材),約 5-8% (生醫),"人工關節鈦合金, 骨釘材料"
1584,精剛,NCSIST/Others,Domestic Defense (國內國防),約 3-5% (國防),飛彈/艦艇耐蝕材料
1584,精剛,Priv.,Industrial/Energy (工業能源),約 5% (能源),發電渦輪葉片材料
1584,精剛,Priv.,Semiconductor Equip (半導體設備),約 2-3% (新應用),真空腔體材料
1584,精剛,Korea/Japan,Asian Market (亞洲市場),約 5% (工業),特殊合金棒材
1584,精剛,Priv.,Others (其他),約 1-2% (其他),其他
1589,永冠-KY,Siemens Gamesa/Vestas/GE,Wind Power Clients (風電客戶),約 40-45% (風電),"輪轂, 底座 (離岸/陸域風機)"
1589,永冠-KY,Global,Industrial Machinery (產業機械),約 30-33% (機械),"空壓機鑄件, 工具機底座"
1589,永冠-KY,Haitian/Engel,Injection Molding Clients (注塑機),約 20-25% (注塑機),"注塑機機架, 模板"
1589,永冠-KY,Siemens Gamesa,Offshore Wind (離岸風電),預估成長 (台中港廠),大型離岸風機鑄件 (9-14MW)
1589,永冠-KY,Vestas/Nordex,Onshore Wind (陸域風機),約 20-25% (風電),陸域風機鑄件
1589,永冠-KY,Priv.,Medical/Other Machinery (其他機械),約 2-3% (機械),醫療設備鑄件
1589,永冠-KY,GE,Thermal Power (火電/氣電),約 2-3% (能源),氣渦輪機鑄件
1589,永冠-KY,Caterpillar,Mining Equipment (礦山機械),約 1-2% (機械),大型礦車輪圈
1589,永冠-KY,Local,China Market (大陸內銷),約 30-40% (各產業),各類鑄件
1589,永冠-KY,Priv.,Others (其他),約 1-2% (其他),其他
1590,亞德客-KY,Foxconn/Luxshare,Electronic Equipment Makers (電子設備),約 28% (最大應用),"氣缸, 電磁閥 (組裝/測試設備)"
1590,亞德客-KY,CATL/BYD,Battery Industry (電池行業),約 13% (成長最快),鋰電池製程氣動元件 (注液/封裝)
1590,亞德客-KY,BYD/Tesla,Automotive Industry (汽車製造),約 10% (穩定成長),車身焊接/塗裝線氣動元件
1590,亞德客-KY,Priv.,Packaging Machinery (包裝機械),約 8% (民生),食品/飲料包裝機氣缸
1590,亞德客-KY,Priv.,General Machinery (通用機械),約 7% (傳統),"標準氣缸, 氣源處理元件"
1590,亞德客-KY,Priv.,Machine Tools (工具機),約 7% (自動化),"夾爪, 線性滑軌"
1590,亞德客-KY,Priv.,Energy & Lighting (能源照明),約 4% (趨緩),太陽能/LED 設備氣動元件
1590,亞德客-KY,Priv.,Linear Guide Clients (線性滑軌),約 6-7% (產品別),線性滑軌 (自動化設備)
1590,亞德客-KY,Priv.,Medical Equipment (醫療設備),約 2-3% (醫療),"微型氣缸, 流體控制閥"
1590,亞德客-KY,Priv.,Overseas Distributors (海外經銷),約 3-5% (外銷),標準氣動元件
1605,華新,2027,大成鋼,,不鏽鋼盤元/鋼胚
1605,華新,2412,中華電,,光纜/電線電纜
1605,華新,3003,健和興,,銅材/盤元
1605,華新,3004,豐達科,,不鏽鋼盤元
1605,華新,3665,貿聯-KY,,"銅條, 銅線"
1605,華新,4163,鐿鈦,,不鏽鋼材
1605,華新,4551,智伸科,,不鏽鋼/銅材
1605,華新,5009,榮剛,,不鏽鋼盤元 (母公司供應鏈)
1605,華新,5014,建錩,,不鏽鋼盤元
1605,華新,6805,富世達,,不鏽鋼長條類
1605,華新,Taipower,Taipower (台電 - 強韌電網),約 25-30% (電纜),"高壓電纜, 海底電纜 (高雄廠預計2027量產)"
1605,華新,Local,Construction/Infra (營建/基建),約 15-20% (電纜),"建築用線, 工業配線"
1605,華新,Global,Global Stainless Distributors (全球通路),約 20-25% (不鏽鋼),"不鏽鋼盤元, 鋼棒"
1605,華新,Unknown,EV Battery Chain (電池供應鏈),約 10-15% (資源),冰鎳 (電池材料原料)
1605,華新,CAS Clients,Aerospace/Oil&Gas (航太油氣),約 5-8% (特殊鋼),鎳基合金 (收購CAS/SMP後切入)
1605,華新,Foxconn/Others,Tech/Electronics (科技廠),約 3-5% (電纜),"電源線, 通訊線"
1605,華新,Auto OEM,Automotive (車用),約 2-3% (特殊鋼/線),"車用高壓線, 感測器鋼材"
1605,華新,Solar/Wind,Green Energy (綠能),約 2-3% (電纜),太陽能/風電連接線
1605,華新,Local,China Market (大陸市場),約 5-10% (不鏽鋼),不鏽鋼產品
1605,華新,Priv.,Others (其他),約 2-3% (其他),其他商貿
1609,大亞,2308,台達電,,漆包線 (Magnet Wire)
1609,大亞,3023,信邦,,銅線/線束
1609,大亞,Taipower,Taipower (台電 - 強韌電網),約 40-45% (電力電纜),161kV/345kV 特高壓電纜 (強韌電網主要受惠)
1609,大亞,Local,Construction/Infra (營建/基建),約 20-25% (線纜),"建築用線, 低壓電纜"
1609,大亞,TECO/Others,Motor/Transformer Makers (馬達變壓器),約 10-12% (漆包線),漆包線 (馬達線圈)
1609,大亞,Taipower,Solar Power Gen (太陽能售電),約 5-6% (綠能),太陽能發電 (自有案場售電)
1609,大亞,Foxconn/Others,Tech/Electronics (電子廠),約 3-5% (線纜),"電子線, 通訊線"
1609,大亞,Thunder Tiger,Drone Makers (無人機國家隊),約 1-2% (漆包線),超導熱銅包鋁線 (高毛利新產品)
1609,大亞,Solar Farms,Green Energy Conn. (綠能併網),約 3-5% (線纜),太陽能/光電場連接線
1609,大亞,Asia/China,Export Market (外銷),約 3-5% (漆包線),特殊漆包線
1609,大亞,Auto Parts,EV Supply Chain (電動車),約 1-2% (漆包線),驅動馬達漆包線 (雙平角)
1609,大亞,Priv.,Others (其他),約 2-3% (其他),Venture Capital (創投收益)
1717,長興,5234,達興材料,,特用樹脂/單體
1717,長興,5340,建榮,,特殊樹脂
1717,長興,Unimicron/Tripod,PCB Industry (印刷電路板),約 20-25% (乾膜光阻),乾膜光阻 (全球市佔第一)
1717,長興,Nippon Paint/AkzoNobel,Paint & Coating Mfrs (塗料廠),約 20-25% (樹脂),"醇酸樹脂, 丙烯酸樹脂 (建築/工業塗料)"
1717,長興,3M/Symbio,Adhesive/Tape Mfrs (膠帶/接著劑),約 10-15% (特用),"壓敏膠, 接著劑"
1717,長興,ASE/SPIL,Semiconductor Packaging (封裝),約 5-8% (電子材料),"模封材料, 真空壓膜機 (先進封裝應用)"
1717,長興,Global,UV Printing/Coating (UV應用),約 10-12% (特用),UV光固化樹脂/單體 (印刷/3C塗裝)
1717,長興,Local,Construction/Civil Eng (營建),約 5-8% (樹脂),不飽和聚酯樹脂 (人造石/遊艇)
1717,長興,AUO/Innolux,Display Panel (顯示器),約 3-5% (光學),"光學膜, 擴散膜 (特用材料)"
1717,長興,Local,China Market (大陸內銷),約 40-50% (各部門),樹脂/乾膜/特用材料 (最大單一市場)
1717,長興,Vietnam/Thailand,ASEAN Market (東南亞),約 10-15% (樹脂),"塗料樹脂, 鞋用膠"
1717,長興,Priv.,Others (其他),約 5% (其他),生醫檢測試劑等
1720,生達,1777,生泰,,"技術轉移, 原料藥合成部門(已併入)"
1720,生達,8279,生展,約 25-30% (保健),保健食品代工/自有品牌
1720,生達,Local,Hospitals/Medical Centers (醫院/醫學中心),約 20-25% (西藥),慢性病用藥 (高血壓/糖尿病)
1720,生達,Local,Clinics (診所通路),約 15-20% (西藥),"處方藥, 學名藥"
1720,生達,6929,佑全,約 10-15% (保健/藥品),"指示用藥, 保健食品 (連鎖通路)"
1720,生達,ASEAN,Export - SE Asia (東南亞外銷),約 10-15% (西藥),學名藥 (菲律賓/越南子公司)
1720,生達,Global,Export - API Sales (原料藥外銷),約 15-18% (原料藥),原料藥 (銷往歐美日)
1720,生達,China,China Market (大陸市場),約 3-5% (西藥),一致性評價藥品
1720,生達,Global Pharma,Japan/US (CDMO業務),約 2-3% (代工),藥品委託開發製造
1720,生達,Local/Export,Animal Health (動物用藥),約 3-5% (其他),動物用藥
1720,生達,Priv.,Others (其他),約 1-2% (其他),其他
1722,台肥,Local,Domestic Farmers (國內農友),約 45-50% (肥料),"複合肥料, 硫酸銨, 過磷酸鈣 (市佔70%)"
1722,台肥,Google/Intel/AMD,Nankang Software Park Tenants (南港租戶),約 15-18% (租金),"南港C2, C3, C6-C9 辦公室租賃"
1722,台肥,TSMC/Micron,Tech Industry (科技業),約 10-15% (化工),電子級化學品 (蝕刻液/洗淨液)
1722,台肥,Local,Industrial Clients (工業客戶),約 5-10% (化工),"工業用尿素, 硝酸"
1722,台肥,Priv.,Deep Ocean Water (深層海水),約 1-2% (生技),"深海礦物質水, 化妝品原料"
1722,台肥,ASML/Others,Hsinchu TFC ONE Tenants (新竹租戶),約 2-3% (租金),竹科X計畫商辦租賃
1722,台肥,Asia,Export Markets (外銷),約 1-2% (肥料),特用肥料
1722,台肥,Gas Stations,Adblue Clients (車用尿素),約 1-2% (化工),諾福克 (AdBlue)
1722,台肥,Hanlai (漢來),Hotel Tenants (飯店租戶),約 2-3% (租金),南港C2飯店大樓租金
1722,台肥,Priv.,Others (其他),約 1-2% (其他),其他
1723,中碳,1101,台泥,,負極材料 (碳粉)
1723,中碳,2104,國際中橡,,煤焦油/雜酚油 (主要原料)
1723,中碳,CSRC/Continental,Carbon Black Makers (碳煙廠),約 30-35% (雜酚油),雜酚油 (輪胎碳煙原料)
1723,中碳,Australia/Global,Aluminum Smelters (煉鋁廠),約 15-20% (軟瀝青),軟瀝青 (煉鋁電極黏結劑)
1723,中碳,SM Makers,Petrochemical/SM Makers (石化廠),約 25-30% (輕油產品),苯 (SM原料)
1723,中碳,China/Japan,EV/Battery Makers (電池廠),約 8-10% (碳材料),介相石墨碳微球 (負極材料)
1723,中碳,Local/Export,Refractory Industry (耐火材料),約 5-8% (精製瀝青),精製瀝青 (電極棒浸漬)
1723,中碳,China,China Market (大陸市場),約 15-20% (碳材料/瀝青),"負極材料, 軟瀝青"
1723,中碳,Vietnam,Vietnam Market (還需進一步確認),約 2-5% (貿易),部分貿易及加工產品
1723,中碳,Export,SE Asia/Japan (東南亞/日本),約 15-20% (雜酚油/苯),"雜酚油, 苯外銷"
1723,中碳,Semi/Server,Advanced Carbon Clients (先進碳材),約 1-2% (高值化),等方性石墨 (SiC長晶坩堝)
1723,中碳,Priv.,Others (其他),約 2-3% (其他),"洗油, 萘"
1727,中華化,Local,Water Treatment Clients (水處理),約 30-35% (基礎),"PAC (聚氯化鋁), 硫酸鋁"
1727,中華化,TSMC/Micron,Semiconductor Fabs (半導體廠),約 25-28% (電子),"電子級硫酸 (清洗蝕刻), 先進製程需求增"
1727,中華化,Global/Local,Specialty Chem Clients (特用客戶),約 25-30% (特用),"高頻樹脂, 紡織助劑, 塑膠單體"
1727,中華化,Cheng Loong/YFY,Paper/Pulp Industry (造紙),約 5-8% (基礎),"硫酸鋁, 鹼氯產品"
1727,中華化,Local,Textile Industry (紡織),約 3-5% (特用),"染整助劑, 樹脂"
1727,中華化,Priv.,Aerospace/Defense (航太軍工),約 1-2% (新應用),"固態燃料, 航太應用 (研發中)"
1727,中華化,Asia/Global,Export Markets (外銷),約 5-10% (特用),特用化學品外銷
1727,中華化,Local,Chemical Industry (化學同業),約 2-3% (基礎),酸鹼原料
1727,中華化,Local,Detergent Makers (清潔劑),約 1-2% (基礎),"液鹼, 鹽酸"
1727,中華化,Priv.,Others (其他),約 1% (其他),其他
1736,喬山,PLNT,Planet Fitness (星球健身),約 10-12% (商用),"商用跑步機, 重訓器材 (美國最大客戶)"
1736,喬山,BFIT,Basic-Fit (歐洲最大健身房),約 8-10% (商用),商用健身設備 (歐洲擴張主力)
1736,喬山,SMFT,Smart Fit (拉美最大健身房),約 5-8% (商用),健身器材 (拉丁美洲)
1736,喬山,Johnson Fitness,Home Use Retail (家用零售),約 15-20% (家用),"Horizon/Matrix 家用跑步機, 飛輪車"
1736,喬山,Fuji,Fuji Massage Chair (富士按摩椅),約 9-10% (按摩椅),按摩椅 (自有品牌)
1736,喬山,Gold's/Anytime,Other Gym Chains (其他連鎖),約 10-15% (商用),商用器材
1736,喬山,Marriott/Hilton,Hotels/Hospitality (飯店),約 3-5% (商用),飯店健身房設備
1736,喬山,Local,Government/Corporate (政府/企業),約 2-3% (商用),員工健身中心設備
1736,喬山,Amazon/Own Site,E-commerce (電商),約 5% (家用),家用輕型器材
1736,喬山,Priv.,Others (其他),約 2-3% (其他),"維修服務, 配件"
1762,中化生,Global Pharm,Generic Makers - EVE (抗癌/免疫),約 45-50% (EVE),Everolimus (乳癌/腎細胞癌/移植)
1762,中化生,Amarin Generics,US Generic Makers - EPAE (魚油),約 30-32% (EPAE),EPAE原料藥 (降血脂/心血管)
1762,中化生,Global,Immunosuppressant Clients (免疫),約 8-12% (Tacrolimus),Tacrolimus (抗排斥)
1762,中化生,US/EU,Rapamycin Clients (雷帕黴素),約 3-5% (免疫),Sirolimus (塗層支架/罕病)
1762,中化生,Global,Antifungal Clients (抗真菌),約 3-5% (Caspofungin),Caspofungin (棘白菌素)
1762,中化生,Japan/EU,Bone Marrow/Cancer (骨髓/抗癌),約 2-3% (MMF),Mycophenolate Mofetil
1762,中化生,Biotech,CDMO Services (委託開發製造),約 1-2% (CDMO),發酵/合成製程開發
1762,中化生,Global,Statins Clients (降血脂),約 1-2% (Pravastatin),Pravastatin (發酵製程)
1762,中化生,Japan/India,Export Markets - Asia (亞洲),約 10-15% (各類),Tacrolimus/EVE
1762,中化生,Priv.,Others (其他),約 1-2% (其他),其他原料藥
1777,生泰,1720,生達,約 10-15% (內銷/母公司),各類原料藥 (垂直整合)
1777,生泰,Pfizer/GSK/Teva,Global Generic Makers (全球學名藥廠),約 40-45% (外銷),"肌肉鬆弛劑, 局部麻醉劑 (主要營收來源)"
1777,生泰,Japanese Pharma,Japan Market Clients (日本客戶),約 15-20% (外銷),呼吸系統/消化系統用藥 (日本GMP認證)
1777,生泰,Global,Muscle Relaxant Agents (肌肉鬆弛劑),約 39-41% (產品別),Guaifenesin/Methocarbamol
1777,生泰,Global,Local Anesthetic Agents (局部麻醉劑),約 14-15% (產品別),Lidocaine/Bupivacaine
1777,生泰,Global,CNS Agents (中樞神經用藥),約 8-11% (產品別),抗憂鬱/鎮靜劑原料
1777,生泰,Global,Respiratory Agents (呼吸系統),約 3-7% (產品別),祛痰劑原料
1777,生泰,Local/Export,Animal Health (動物用藥),約 5-8% (其他),動物用原料藥
1777,生泰,China,China Market (大陸市場),約 5-8% (外銷),原料藥 (策略合作)
1777,生泰,Priv.,Others (其他),約 5% (其他),"賦形劑, 試劑"
1783,和康生,US Dist.,US Market (美國外銷),約 25-30% (醫材),膠原蛋白/玻尿酸醫材
1783,和康生,Local,Taiwan Hospitals/Clinics (台灣醫療院所),約 40-42% (內銷),"關節注射液, 牙科骨材, 醫美填充劑"
1783,和康生,China Dist.,China Market (大陸市場),約 8-10% (醫材),"關節注射液, 醫美產品"
1783,和康生,Global,EU/Other Asia (歐洲/其他亞洲),約 15-20% (醫材),骨科/牙科/醫美醫材
1783,和康生,Product,Joint Injection Products (關節注射液),約 35-40% (產品別),一針/三針劑型
1783,和康生,Product,Dermal Fillers (醫美填充劑),約 25-30% (產品別),玻尿酸皮下填充劑
1783,和康生,Product,Dental/Orthopedic (牙科/骨科),約 15-20% (產品別),"骨填料, 牙科基質"
1783,和康生,Product,Surgical Hemostats (外科止血),約 10-15% (產品別),膠原蛋白止血棉/膜
1783,和康生,Global,Generic/ODM Clients (代工),約 5-10% (代工),ODM/OEM醫材
1783,和康生,6469,大樹,約 1-2% (通路),部分保健/醫材銷售通路
1785,光洋科,2330,台積電,約 6-8% (VAS),"半導體靶材, 循環經濟服務"
1785,光洋科,Market,Precious Metal Trading (貴金屬買賣),約 75-80% (買賣),"黃金, 白銀, 鉑金 (投資/工業用)"
1785,光洋科,STX/WDC,HDD Makers - Seagate/WD (硬碟廠),約 8-10% (VAS),硬碟靶材 (全球市佔高)
1785,光洋科,AUO/Innolux,Panel/Display Makers (面板廠),約 2-3% (VAS),"ITO靶材, 顯示器材料"
1785,光洋科,Local,Solar/LED Clients (太陽能/LED),約 1-2% (VAS),"蒸鍍材料, 導電漿料"
1785,光洋科,Global,Automotive Electronics (車用電子),約 1-2% (VAS),"被動元件材料, 散熱材料"
1785,光洋科,Priv.,Ceramic Parts Clients (陶瓷),約 1% (VAS),精密陶瓷部件
1785,光洋科,Local,Chemical Industry (特用化學),約 1% (VAS),貴金屬化學品 (觸媒)
